Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,RepNumber,Deductible,DriverRating,Days_Policy_Accident,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,ClaimSize,Accident_date,claim_date,year_claim,Accident_datetime,claim_datetime,days_btw_claim
2,2,1,2,2,2,4,1,0,1,-0.7288371586902919,1,5,2,2,0,2,-0.1756301196323356,2.0,4,1,7,5,0,0,0,1,0.16723525411064472,2,-0.5789255943354215,8,2,-0.046505565716158846,0.2912766462610607,0.2944306037405159,-0.06787291346152753
2,2,1,6,1,1,2,2,0,2,0.15435240429263136,1,5,2,2,0,2,-0.1756301196323356,4.0,4,1,8,6,0,3,0,1,0.16723525411064472,2,-0.7490046187424644,8,8,-0.046505565716158846,0.2912766462610607,0.4494840551074521,-0.49489628685439924
3,1,3,2,1,3,3,1,0,2,1.4791367487670162,1,4,2,1,1,10,-0.1756301196323356,1.0,4,1,6,8,0,3,0,1,0.16723525411064472,3,-0.5980741223582001,3,3,-0.046505565716158846,0.2186292478292745,0.38219670828783825,-0.49489628685439924
3,1,7,13,1,5,3,2,0,2,0.2279515345412083,1,5,2,2,0,9,6.733750489149868,2.0,4,1,7,6,0,1,0,1,0.16723525411064472,2,-0.5315837840096299,7,12,-0.046505565716158846,0.20599491766722475,0.35586687692364155,-0.45461106294941134
3,2,2,6,2,3,3,2,0,2,2.3623263117499396,2,3,1,2,0,3,-0.1756301196323356,1.0,4,1,8,9,0,3,0,1,0.16723525411064472,1,-0.698638727513094,9,10,-0.046505565716158846,0.19967775258619985,0.3617179505601297,-0.4868392420734017
6,4,4,6,1,4,6,4,0,1,-0.8760354191874457,2,4,2,1,0,9,-0.1756301196323356,2.0,4,0,6,5,0,2,0,1,0.16723525411064472,3,-0.6843155756885994,25,25,-0.046505565716158846,-0.1414491617891439,0.04868551100801322,-0.49489628685439924
10,4,4,5,1,1,11,1,1,1,1.8471324000099008,1,5,2,2,0,10,-0.1756301196323356,4.0,4,3,8,8,0,3,0,1,0.16723525411064472,2,-0.8201563129720675,25,1,-0.046505565716158846,-0.5267962317316619,-0.328708738545473,-0.43849697338741617
10,4,5,4,2,1,10,5,0,2,-0.581638898193138,1,5,2,3,0,15,-0.1756301196323356,4.0,4,3,7,5,0,3,0,1,0.16723525411064472,2,0.4344484175559881,26,29,-0.046505565716158846,-0.5299548142721743,-0.3199321280907408,-0.4707251525114065
8,4,5,12,1,4,8,5,0,2,0.15435240429263136,1,4,2,2,0,6,-0.1756301196323356,2.0,4,0,6,6,0,0,0,1,0.16723525411064472,3,-0.759739483763391,26,31,-0.046505565716158846,-0.33728127930091534,-0.1473254558143401,-0.45461106294941134
6,4,4,6,1,4,7,1,0,2,0.595947185784093,1,5,2,2,0,11,-0.1756301196323356,4.0,4,0,8,7,0,0,0,1,0.16723525411064472,2,-0.5600184562513327,25,4,-0.046505565716158846,-0.1414491617891439,0.022355679643816507,-0.42238288382542105
5,3,4,8,1,5,5,3,0,1,-0.7288371586902919,1,4,2,3,0,15,2.1274967499617325,3.0,4,3,6,5,0,0,3,3,0.16723525411064472,3,-0.24229900833181062,18,19,-0.046505565716158846,-0.021423025249671105,0.15693037328304416,-0.4868392420734017
5,3,4,2,1,1,5,4,0,1,-0.4344406376959841,1,4,2,2,0,10,-0.1756301196323356,3.0,4,3,5,5,0,0,0,1,0.16723525411064472,3,-0.5421085708154347,18,22,-0.046505565716158846,-0.021423025249671105,0.1481537628283119,-0.46266810773040895
3,3,1,3,1,3,3,4,0,2,1.773533269761324,2,5,2,2,0,16,-0.1756301196323356,1.0,4,1,7,8,0,0,0,1,0.16723525411064472,2,-0.8043436367322416,15,24,-0.046505565716158846,0.1807262573431252,0.3207604351047126,-0.42238288382542105
3,2,1,1,1,2,3,3,0,2,-0.5080397679445611,1,3,1,3,0,13,-0.1756301196323356,4.0,4,3,6,5,0,0,0,1,0.16723525411064472,1,0.12689178363896522,8,16,-0.046505565716158846,0.2028363351267123,0.34416472965066525,-0.4304399286064186
3,2,2,2,1,5,3,2,0,2,-0.7288371586902919,1,3,1,3,0,12,-0.1756301196323356,4.0,4,0,6,5,0,1,0,1,0.16723525411064472,1,-0.5094980824621451,9,12,-0.046505565716158846,0.19967775258619985,0.35586687692364155,-0.4707251525114065
3,1,4,3,1,6,3,1,0,1,-0.8024362889388688,1,3,1,2,0,14,-0.1756301196323356,2.0,4,4,7,5,0,0,0,1,0.16723525411064472,1,-0.2859951821443531,4,6,-0.046505565716158846,0.21547066528876208,0.37342009783310603,-0.47878219729240407
2,4,3,13,1,5,3,1,0,2,-0.2872423771988302,1,5,2,3,0,11,-0.1756301196323356,4.0,4,1,7,6,0,2,0,1,0.16723525411064472,2,0.21348372158468765,24,5,-0.046505565716158846,0.24073932561286163,0.37634563465135007,-0.42238288382542105
3,1,4,6,1,5,3,1,1,2,0.007154143795477499,1,3,1,2,0,12,-0.1756301196323356,3.0,4,4,7,6,0,2,2,1,0.16723525411064472,1,-0.39501310249812815,4,5,-0.046505565716158846,0.21547066528876208,0.37634563465135007,-0.4868392420734017
2,4,3,2,1,4,2,4,0,2,2.656722832744247,1,4,2,1,0,4,-0.1756301196323356,3.0,4,0,7,9,0,1,0,1,0.16723525411064472,3,-0.5842600469374089,24,25,-0.046505565716158846,0.24073932561286163,0.39974992919730273,-0.4868392420734017
2,3,4,5,1,1,2,3,0,1,-0.2872423771988302,1,5,2,3,0,5,-0.1756301196323356,1.0,4,1,8,6,0,3,0,1,0.16723525411064472,2,1.4068197650520087,18,15,1.0798650856845913,0.25969082085593626,-0.6388156412793454,2.421753923866725
2,3,2,2,1,3,2,3,1,2,1.1111410975241316,1,5,2,2,0,10,-0.1756301196323356,1.0,4,0,7,7,0,3,0,1,0.16723525411064472,2,-0.6431306989928568,16,17,-0.046505565716158846,0.2660079859369612,0.42315422374325534,-0.4868392420734017
2,2,3,3,1,2,2,4,0,2,-0.9496345494360227,2,4,2,2,0,16,-0.1756301196323356,1.0,4,1,6,5,0,0,0,1,0.16723525411064472,3,-0.7695109342357136,10,23,-0.046505565716158846,0.28495948118003583,0.4056010028337909,-0.3901547047014307
2,1,6,1,1,2,2,2,1,2,-0.8024362889388688,1,3,1,3,0,9,-0.1756301196323356,1.0,4,4,7,5,0,0,0,1,0.16723525411064472,1,1.0650586400154864,6,9,-0.046505565716158846,0.29759381134208557,0.446558518289208,-0.4707251525114065
1,5,2,5,1,4,2,2,0,2,-0.6552380284417149,2,5,2,3,0,7,-0.1756301196323356,4.0,4,0,7,5,0,2,0,1,0.16723525411064472,2,-0.6051657480956467,30,11,-0.046505565716158846,0.31970388912567266,0.4407074446527198,-0.39821174948242827
1,3,7,6,1,4,1,3,0,2,-0.3608415074474072,1,3,1,2,0,8,6.733750489149868,1.0,4,1,7,5,0,0,0,1,0.16723525411064472,1,-0.5518233461307029,21,18,1.0798650856845913,0.34813113199028467,-0.5569006103685111,2.421753923866725
1,2,1,1,1,1,1,2,0,1,-0.5080397679445611,2,4,2,1,0,12,-0.1756301196323356,1.0,4,3,7,5,0,2,4,2,0.16723525411064472,3,-0.5792137730030202,8,8,-0.046505565716158846,0.3891927050169464,0.5401756964730186,-0.49489628685439924
12,4,3,3,1,4,12,4,0,2,0.4487489252869391,1,3,1,2,0,7,-0.1756301196323356,4.0,4,4,8,7,0,2,0,1,0.16723525411064472,1,-0.1851693231229518,24,25,-0.046505565716158846,-0.7163111841624085,-0.4866877267306533,-0.4868392420734017
9,2,1,1,1,3,9,4,0,1,-1.0232336796845996,1,5,2,2,0,1,-0.1756301196323356,3.0,4,1,6,5,0,0,0,1,0.16723525411064472,2,-0.509499641388178,8,24,-0.046505565716158846,-0.3783428523275771,-0.217538339452198,-0.365983570358438
7,2,2,6,1,5,7,3,1,1,-0.4344406376959841,1,4,2,2,0,6,-0.1756301196323356,1.0,4,1,6,5,0,2,0,1,0.16723525411064472,3,-0.5964469338113026,9,19,-0.046505565716158846,-0.18566931735631811,-0.02152737262984468,-0.41432583904442344
3,1,7,3,2,3,3,2,0,1,-0.581638898193138,1,3,1,3,0,15,-0.1756301196323356,3.0,4,3,7,5,0,0,0,1,0.16723525411064472,1,0.6641811333397906,7,10,-0.046505565716158846,0.20599491766722475,0.3617179505601297,-0.4707251525114065
3,2,1,1,1,3,3,3,0,1,-2.9368110661476,1,5,2,6,0,15,-0.1756301196323356,3.0,4,3,8,1,0,0,0,1,0.16723525411064472,2,1.220703088122836,8,17,-0.046505565716158846,0.2028363351267123,0.34123919283242116,-0.42238288382542105
3,1,5,6,1,6,3,1,0,2,0.522348055535516,2,4,2,3,0,2,-0.1756301196323356,4.0,4,0,8,7,0,0,0,1,0.16723525411064472,3,-0.7038324334308417,5,6,-0.046505565716158846,0.21231208274824964,0.37342009783310603,-0.4868392420734017
2,4,1,3,1,2,2,4,0,2,-0.06644498645309943,1,5,2,2,0,12,-0.1756301196323356,2.0,4,3,7,6,0,0,0,1,0.16723525411064472,2,-0.6459614870759207,22,23,-0.046505565716158846,0.2470564906938865,0.4056010028337909,-0.4868392420734017
2,3,2,6,1,5,2,3,0,2,0.37514979503836215,1,3,1,2,0,3,-0.1756301196323356,2.0,4,3,7,6,0,3,0,1,0.16723525411064472,1,-0.7276923445350181,16,19,-0.046505565716158846,0.2660079859369612,0.4173031501067672,-0.4707251525114065
2,2,2,1,1,5,3,1,0,2,0.8167445765298238,2,5,2,2,0,9,-0.1756301196323356,1.0,0,3,8,7,0,0,0,1,0.16723525411064472,2,-0.5361281046598635,9,5,-0.046505565716158846,0.28811806372054827,0.37634563465135007,-0.30152721211045735
2,2,3,6,1,5,5,1,0,2,0.4487489252869391,1,5,2,4,0,5,-0.1756301196323356,1.0,4,0,8,7,0,0,0,1,0.16723525411064472,2,-0.611183847801393,10,5,-0.046505565716158846,0.28495948118003583,0.19788788873846128,0.18189547474939743
2,1,6,3,1,1,2,2,0,2,1.699934139512747,2,4,2,2,0,6,-0.1756301196323356,2.0,4,1,7,8,0,3,0,1,0.16723525411064472,3,-0.5825815293889127,6,8,-0.046505565716158846,0.29759381134208557,0.4494840551074521,-0.47878219729240407
2,1,4,6,1,4,2,1,0,2,0.9639428370269776,2,3,1,2,0,14,-0.1756301196323356,3.0,4,1,7,7,0,1,0,1,0.16723525411064472,1,-0.7430391859620756,4,4,-0.046505565716158846,0.30391097642311043,0.4611862023804284,-0.49489628685439924
2,1,3,2,1,3,2,2,0,2,-0.581638898193138,1,4,2,2,0,12,-0.1756301196323356,2.0,4,3,7,5,0,0,0,3,0.16723525411064472,3,-0.524059262219897,3,10,-0.046505565716158846,0.3070695589636229,0.4436329814709639,-0.43849697338741617
2,1,2,2,1,1,2,4,0,1,-0.6552380284417149,1,4,2,1,0,2,-0.1756301196323356,4.0,4,3,7,5,0,1,0,1,0.16723525411064472,3,-0.5226969992935099,2,22,-0.046505565716158846,0.31022814150413536,0.40852653965203495,-0.33375539123444764
1,5,5,1,1,5,1,5,0,2,-1.0232336796845996,1,3,1,2,0,7,-0.1756301196323356,4.0,4,3,6,5,0,0,0,1,0.16723525411064472,1,-0.7280392086987477,31,31,-0.046505565716158846,0.3165453065851602,0.4728883496534047,-0.49489628685439924
1,4,3,1,1,3,2,1,0,1,-1.0968328099331766,2,5,2,2,0,16,-0.1756301196323356,2.0,1,3,5,4,0,1,0,1,0.16723525411064472,2,-0.7834971931247422,24,3,-0.046505565716158846,0.3386553843687473,0.4641117391986725,-0.41432583904442344
1,4,6,5,1,5,1,5,0,2,-0.06644498645309943,2,4,2,6,0,11,-0.1756301196323356,3.0,4,0,7,6,0,1,0,1,0.16723525411064472,3,1.8252238135752257,27,31,-0.046505565716158846,0.32917963674721,0.4728883496534047,-0.46266810773040895
1,3,1,12,1,2,1,3,1,1,0.3015506647897852,1,4,2,6,0,7,-0.1756301196323356,3.0,4,0,7,6,0,3,0,1,0.16723525411064472,3,1.7207969088301953,15,16,-0.046505565716158846,0.3670826272333593,0.5167714019270659,-0.4868392420734017
1,1,6,2,2,4,1,3,0,2,0.595947185784093,1,4,2,1,0,14,2.1274967499617325,1.0,4,0,7,7,0,2,3,1,0.16723525411064472,3,-0.6606221952023624,6,18,-0.046505565716158846,0.3955098700979713,0.5109203282905778,-0.39821174948242827
12,1,6,6,1,4,2,3,1,1,-1.0968328099331766,1,4,2,6,0,5,-0.1756301196323356,4.0,4,0,5,4,0,0,0,1,0.16723525411064472,3,1.582243462124787,6,18,1.0798650856845913,-0.6594566984331844,-0.6475922517340776,0.10132502693942165
11,5,7,6,2,1,11,5,0,2,0.522348055535516,1,5,2,2,0,12,-0.1756301196323356,3.0,4,3,8,7,0,1,0,1,0.16723525411064472,2,-0.4997756871197811,30,29,1.0798650856845913,-0.6405052031901098,-1.4813702449336401,2.445925058209718
3,2,7,6,1,1,3,2,1,2,-0.2872423771988302,1,5,2,1,0,14,-0.1756301196323356,1.0,4,1,7,6,0,0,0,1,0.16723525411064472,2,-0.5945181530853384,14,8,1.0798650856845913,0.18388483988363766,-0.7031774512807152,2.40563983430473
3,5,4,5,1,5,3,5,0,2,0.8903437067784007,1,4,2,3,0,13,-0.1756301196323356,2.0,4,1,8,7,0,0,0,1,0.16723525411064472,3,1.7620159993444273,31,31,-0.046505565716158846,0.13018893669492612,0.300281677377004,-0.49489628685439924
3,2,5,1,1,2,3,4,1,2,1.699934139512747,1,5,2,2,0,11,-0.1756301196323356,1.0,4,3,7,8,0,0,0,1,0.16723525411064472,2,-0.7217305033680168,12,23,-0.046505565716158846,0.19020200496466252,0.3236859719229567,-0.4062687942634259
2,5,1,6,1,1,4,1,0,2,-0.6552380284417149,1,3,1,2,0,16,-0.1756301196323356,4.0,4,3,6,5,0,3,0,1,0.16723525411064472,1,-0.7632318603642909,28,1,-0.046505565716158846,0.22810499545081184,0.29735614055876,-0.2370708538624767
4,4,5,5,1,2,4,4,0,2,-0.6552380284417149,1,3,1,2,0,10,-0.1756301196323356,1.0,4,3,7,5,0,3,0,1,0.16723525411064472,1,-0.7841363058498168,26,23,1.0798650856845913,0.04806579064160263,-0.8377521449199428,2.4298109686477227
6,3,7,1,1,1,6,3,0,2,0.08075327404405443,1,5,2,2,0,3,-0.1756301196323356,3.0,4,3,8,6,0,0,0,1,0.16723525411064472,2,-0.48595128819314637,21,15,1.0798650856845913,-0.12881483162709415,-0.992805596286879,2.40563983430473
3,1,6,3,1,1,3,1,0,2,0.08075327404405443,1,2,1,6,1,12,-0.1756301196323356,3.0,4,0,7,6,0,3,0,1,0.16723525411064472,2,1.4278105097684561,6,1,1.0798650856845913,0.20915350020773718,-0.6826986935530066,2.4136968790857276
6,2,5,6,1,5,6,3,0,2,1.3319384882698624,1,5,2,2,0,11,-0.1756301196323356,4.0,4,0,8,8,0,3,4,2,0.16723525411064472,2,-0.525622732843391,12,19,-0.046505565716158846,-0.10038758876248216,0.0662387319174777,-0.43849697338741617
6,2,5,2,1,1,6,2,0,2,-1.0232336796845996,2,4,2,2,0,16,-0.1756301196323356,2.0,4,1,6,5,0,1,0,1,0.16723525411064472,3,-0.6596794815184264,12,8,1.0798650856845913,-0.10038758876248216,-0.9723268385591705,2.421753923866725
10,3,6,5,1,1,10,3,0,2,0.595947185784093,1,3,1,2,0,5,-0.1756301196323356,2.0,4,3,7,7,0,0,0,1,0.16723525411064472,1,-0.7974612482424066,20,15,1.0798650856845913,-0.5110033190290997,-1.3497210881126567,2.4136968790857276
7,5,5,8,1,5,8,3,0,2,-0.8760354191874457,1,4,2,3,0,14,-0.1756301196323356,4.0,4,0,7,5,0,1,0,1,0.16723525411064472,3,-0.5184479509552183,31,19,-0.046505565716158846,-0.25515813324759185,-0.11221901399541113,-0.34181243601544525
3,1,6,6,1,4,3,2,0,2,0.37514979503836215,1,3,1,2,1,5,-0.1756301196323356,2.0,4,1,7,6,0,3,0,1,0.16723525411064472,1,-0.7080651023739184,6,11,-0.046505565716158846,0.20915350020773718,0.35879241374188564,-0.45461106294941134
8,4,2,6,1,3,8,4,0,2,0.595947185784093,1,5,2,2,0,5,-0.1756301196323356,2.0,4,0,8,7,0,0,0,1,0.16723525411064472,2,-0.6182830774220186,23,24,-0.046505565716158846,-0.32780553167937804,-0.12684669808663154,-0.4868392420734017
8,1,3,6,1,5,8,1,0,1,-0.7288371586902919,2,4,2,2,0,6,-0.1756301196323356,3.0,4,3,7,5,0,2,0,1,0.16723525411064472,3,-0.6608316368162708,3,5,-0.046505565716158846,-0.26463388086912915,-0.07126149853999403,-0.47878219729240407
11,1,4,5,1,4,11,1,0,2,0.8167445765298238,1,5,2,4,0,6,-0.1756301196323356,4.0,4,4,8,7,0,1,0,1,0.16723525411064472,2,-0.47523642420377915,4,4,-0.046505565716158846,-0.5583820571367863,-0.3374853490002052,-0.49489628685439924
11,1,4,1,1,4,11,1,0,2,0.8167445765298238,1,3,1,6,0,6,-0.1756301196323356,2.0,4,1,8,7,0,2,0,1,0.16723525411064472,1,1.1918093067532547,4,4,-0.046505565716158846,-0.5583820571367863,-0.3374853490002052,-0.49489628685439924
3,2,5,1,1,4,4,2,0,2,-0.3608415074474072,1,5,2,2,0,15,-0.1756301196323356,4.0,4,1,6,5,0,1,0,1,0.16723525411064472,2,-0.6928898714131095,12,11,-0.046505565716158846,0.19020200496466252,0.2681007723763192,-0.25318494342447184
3,2,7,3,1,3,3,3,1,2,-0.4344406376959841,1,5,2,2,0,6,-0.1756301196323356,4.0,4,3,6,5,0,3,0,1,0.16723525411064472,2,-0.7997178097131998,14,17,-0.046505565716158846,0.18388483988363766,0.34123919283242116,-0.4707251525114065
5,1,4,5,2,5,5,1,0,2,-0.4344406376959841,1,3,1,4,0,12,-0.1756301196323356,4.0,4,3,7,5,0,3,0,1,0.16723525411064472,1,0.7827948990620921,4,5,-0.046505565716158846,0.02279713031750309,0.19788788873846128,-0.4868392420734017
4,5,6,3,1,1,5,1,0,2,-0.4344406376959841,1,3,1,2,0,11,-0.1756301196323356,3.0,4,3,6,5,0,3,0,3,0.16723525411064472,1,-0.488084052570402,30,1,-0.046505565716158846,0.03543146047955286,0.20959003601143758,-0.4868392420734017
5,4,3,12,1,5,6,2,0,1,0.2279515345412083,1,3,1,6,0,7,-0.1756301196323356,3.0,4,3,7,6,0,0,0,1,0.16723525411064472,1,1.1494925389407011,24,12,-0.046505565716158846,-0.04037452049274576,0.08671748964518625,-0.34181243601544525
5,4,7,1,1,2,5,4,0,1,-2.9368110661476,1,3,1,6,0,16,-0.1756301196323356,1.0,4,3,8,1,0,0,0,1,0.16723525411064472,1,1.029430507141844,28,23,1.0798650856845913,-0.05300885065479553,-0.9255182494672651,2.4136968790857276
7,1,1,1,2,2,7,1,0,1,-0.2136432469502533,1,4,2,1,0,5,6.733750489149868,1.0,4,0,7,6,0,1,0,1,0.16723525411064472,3,-0.7931000789877446,1,2,-0.046505565716158846,-0.16040065703221856,0.028206753280304666,-0.4868392420734017
6,4,1,1,1,3,7,1,0,2,-0.2872423771988302,1,2,1,6,0,9,-0.1756301196323356,3.0,4,0,8,6,0,0,0,1,0.16723525411064472,2,1.127569650962859,22,3,-0.046505565716158846,-0.13197341416760658,0.025281216462060586,-0.4062687942634259
9,4,5,6,1,3,9,5,1,1,-0.8024362889388688,1,5,2,2,0,12,-0.1756301196323356,4.0,4,3,6,5,0,0,4,2,0.16723525411064472,2,-0.7913365815276804,26,30,-0.046505565716158846,-0.43519733805680105,-0.23509156036166245,-0.46266810773040895
9,4,6,6,1,3,9,5,0,2,0.15435240429263136,2,3,1,2,0,3,-0.1756301196323356,3.0,4,3,7,6,0,0,0,1,0.16723525411064472,1,-0.5636687661203114,27,30,-0.046505565716158846,-0.4383559205973135,-0.23509156036166245,-0.4707251525114065
11,1,5,2,1,1,11,2,0,2,1.773533269761324,1,4,2,1,0,15,-0.1756301196323356,2.0,4,0,8,8,0,0,0,1,0.16723525411064472,3,-0.5565816451231087,5,8,-0.046505565716158846,-0.5615406396772987,-0.3491874962731816,-0.4707251525114065
10,5,5,8,1,1,10,5,0,2,-0.2872423771988302,1,4,2,6,0,12,-0.1756301196323356,2.0,4,3,8,6,0,0,0,1,0.16723525411064472,3,1.0445829419291328,31,29,1.0798650856845913,-0.5457477269747365,-1.3906786035680738,2.4378680134287203
10,1,3,2,1,5,10,2,0,2,-0.6552380284417149,1,3,1,3,0,6,-0.1756301196323356,2.0,4,3,7,5,0,0,0,1,0.16723525411064472,1,1.9105659181387296,3,12,-0.046505565716158846,-0.45730741584038814,-0.2701980021805914,-0.42238288382542105
7,2,5,1,1,2,7,2,1,2,0.2279515345412083,1,5,2,2,0,6,-0.1756301196323356,2.0,4,3,7,6,0,3,0,1,0.16723525411064472,2,-0.5042296191782141,12,9,1.0798650856845913,-0.19514506497785544,-1.0630184799247369,2.4298109686477227
6,4,4,3,1,4,7,1,0,1,-1.2440310704303303,2,3,1,3,0,2,-0.1756301196323356,2.0,4,1,5,4,0,2,0,1,0.16723525411064472,1,1.4747884871111585,25,4,-0.046505565716158846,-0.1414491617891439,0.022355679643816507,-0.42238288382542105
9,2,1,6,1,7,10,1,0,2,-0.3608415074474072,2,5,2,2,0,5,-0.1756301196323356,4.0,4,0,5,5,0,0,0,1,0.16723525411064472,2,-0.5229471484720448,8,7,-0.046505565716158846,-0.3783428523275771,-0.25557031808937103,-0.26124198820546946
12,1,2,4,1,3,12,2,0,1,1.0375419672755546,2,4,2,1,0,5,-0.1756301196323356,3.0,4,3,8,7,0,3,0,1,0.16723525411064472,3,-0.5404632327638608,2,10,-0.046505565716158846,-0.6468223682711347,-0.44280467445699206,-0.4304399286064186
2,2,5,6,1,7,2,2,0,2,0.08075327404405443,1,4,2,1,0,10,-0.1756301196323356,4.0,4,0,5,6,0,3,0,1,0.16723525411064472,3,-0.493032279077789,12,14,-0.046505565716158846,0.2786423160990109,0.4319308341979876,-0.47878219729240407
3,1,7,12,1,1,3,3,1,1,0.007154143795477499,1,4,2,2,1,9,-0.1756301196323356,1.0,4,0,7,6,0,0,2,1,0.16723525411064472,3,-0.5384544145036798,7,15,-0.046505565716158846,0.20599491766722475,0.3470902664689093,-0.4304399286064186
7,4,2,6,1,3,8,1,0,2,1.5527358790155932,2,4,2,2,0,9,2.1274967499617325,2.0,4,0,7,8,0,0,3,1,0.16723525411064472,3,-0.7163766338668834,23,3,-0.046505565716158846,-0.2298894729234923,-0.06541042490350586,-0.4062687942634259
7,4,7,3,2,3,7,4,0,1,-0.581638898193138,1,3,1,6,0,5,-0.1756301196323356,1.0,4,3,6,5,0,0,0,1,0.16723525411064472,1,1.7064102015780722,28,24,1.0798650856845913,-0.24568238562605452,-1.1069015321983982,2.421753923866725
9,1,1,1,1,3,9,2,0,2,-0.06644498645309943,1,5,2,3,0,11,-0.1756301196323356,1.0,4,3,8,6,0,0,0,1,0.16723525411064472,2,1.4764652518125885,1,10,-0.046505565716158846,-0.35623277454399,-0.17658082399678088,-0.42238288382542105
12,2,7,6,1,4,12,4,0,2,1.773533269761324,1,4,2,2,0,15,-0.1756301196323356,2.0,4,3,8,8,0,0,0,1,0.16723525411064472,3,-0.711227407149341,14,25,-0.046505565716158846,-0.684725358757284,-0.4866877267306533,-0.4062687942634259
5,4,1,3,1,2,5,5,0,2,0.595947185784093,2,3,1,3,0,12,-0.1756301196323356,1.0,4,3,8,7,1,3,0,1,0.16723525411064472,1,1.139094514533195,22,30,-0.046505565716158846,-0.03405735541172088,0.12474946828235928,-0.4304399286064186
5,3,5,6,1,2,5,4,0,1,-1.0232336796845996,2,4,2,2,0,12,-0.1756301196323356,4.0,4,1,7,5,0,3,4,2,0.16723525411064472,3,-0.6165313650207466,19,23,-0.046505565716158846,-0.02458160779018355,0.14522822601006782,-0.46266810773040895
5,4,7,6,1,3,6,2,0,2,-0.9496345494360227,1,5,2,2,0,3,-0.1756301196323356,4.0,4,1,6,5,0,3,0,1,0.16723525411064472,2,-0.5684912747423682,28,10,-0.046505565716158846,-0.05300885065479553,0.09256856328167441,-0.3901547047014307
8,5,4,1,1,5,9,1,0,2,0.6695463160326699,2,4,2,2,0,2,-0.1756301196323356,2.0,4,0,8,7,0,0,0,1,0.16723525411064472,3,-0.7561053507065588,31,5,-0.046505565716158846,-0.35307419200347756,-0.16195313990556048,-0.45461106294941134
8,2,2,1,1,5,8,2,0,1,-0.5080397679445611,2,5,2,1,0,14,-0.1756301196323356,3.0,4,1,6,5,0,0,0,1,0.16723525411064472,2,-0.595714070546127,9,12,-0.046505565716158846,-0.2835853761122038,-0.09174025626770257,-0.4707251525114065
7,5,7,1,1,4,8,1,0,1,-1.0968328099331766,2,5,2,2,0,8,-0.1756301196323356,1.0,4,3,4,4,0,0,0,1,0.16723525411064472,2,-0.796729551241384,31,4,-0.046505565716158846,-0.25515813324759185,-0.06833596172174995,-0.46266810773040895
8,1,2,1,1,5,8,1,0,2,1.1111410975241316,1,4,2,2,0,16,-0.1756301196323356,4.0,4,0,6,7,0,1,0,1,0.16723525411064472,3,-0.4994807909207341,2,5,-0.046505565716158846,-0.2614752983286167,-0.07126149853999403,-0.4707251525114065
3,1,7,3,1,3,3,2,0,2,-0.3608415074474072,2,2,1,6,0,4,-0.1756301196323356,1.0,4,1,7,5,0,3,0,1,0.16723525411064472,2,1.2426639844613596,7,10,-0.046505565716158846,0.20599491766722475,0.3617179505601297,-0.4707251525114065
3,1,7,1,1,1,3,1,0,1,-0.7288371586902919,1,3,1,2,0,15,-0.1756301196323356,3.0,4,1,7,5,1,3,0,1,0.16723525411064472,1,-0.6402852156785828,7,1,1.0798650856845913,0.20599491766722475,-0.6826986935530066,2.40563983430473
10,1,4,5,1,5,10,2,0,1,0.007154143795477499,1,5,2,6,0,4,6.733750489149868,1.0,4,3,7,6,0,0,0,1,0.16723525411064472,2,1.1888280099675341,4,12,-0.046505565716158846,-0.4604659983809006,-0.2701980021805914,-0.4304399286064186
3,1,7,2,1,1,3,1,0,2,0.15435240429263136,2,4,2,2,0,16,-0.1756301196323356,3.0,4,0,7,6,0,0,0,1,0.16723525411064472,3,-0.7176544316136838,7,1,1.0798650856845913,0.20599491766722475,-0.6826986935530066,2.40563983430473
10,2,3,2,1,2,10,3,1,2,-0.5080397679445611,2,3,1,2,0,14,-0.1756301196323356,1.0,4,0,5,5,0,1,0,1,0.16723525411064472,1,-0.6856762334016618,10,16,-0.046505565716158846,-0.47941749362397523,-0.2819001494535677,-0.4465540181684138
12,3,1,1,1,4,12,5,0,2,-0.8024362889388688,2,2,1,6,0,13,-0.1756301196323356,3.0,4,0,6,5,0,0,0,3,0.16723525411064472,2,1.5075150970718605,15,31,-0.046505565716158846,-0.6878839412977964,-0.5042409476401177,-0.365983570358438
10,3,3,3,1,4,10,4,0,1,-0.8024362889388688,2,3,1,2,0,1,-0.1756301196323356,2.0,4,3,6,5,0,0,0,1,0.16723525411064472,1,-0.5097736422060629,17,25,-0.046505565716158846,-0.5015275714075623,-0.3082299808177644,-0.4304399286064186
6,2,2,5,1,2,6,2,0,2,2.58312370249567,1,3,1,3,0,7,-0.1756301196323356,3.0,4,0,8,9,0,0,0,1,0.16723525411064472,1,-0.6911519399173502,9,9,-0.046505565716158846,-0.09091184114094483,0.09549410009991849,-0.49489628685439924
9,4,3,2,1,1,10,1,1,2,0.08075327404405443,1,5,2,2,0,5,-0.1756301196323356,2.0,4,0,5,6,0,2,0,1,0.16723525411064472,2,-0.6991968927078559,24,1,-0.046505565716158846,-0.4288801729757762,-0.23801709717990654,-0.43849697338741617
