Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,RepNumber,Deductible,DriverRating,Days_Policy_Accident,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,ClaimSize,Accident_date,claim_date,year_claim,Accident_datetime,claim_datetime,days_btw_claim
3,2,2,6,1,2,3,2,0,1,-0.6519879358413444,2,5,2,3,16,-0.17473311238742065,3,4,1,6,5,0,0,0,1,1.401130922923752,2,-0.840116285846859,9,9,1.0673650643487038,-0.9568828209437791,-0.7070930008375134,-0.4962298709381206
3,4,1,1,2,2,3,4,0,1,-2.9861246684952447,1,5,2,6,3,-0.17473311238742065,3,4,0,8,1,0,0,0,1,1.401130922923752,2,-0.7653711227432628,22,23,1.0673650643487038,-0.9977525261975689,-0.7479076391383538,-0.48820366403845433
5,2,3,4,1,5,5,2,0,2,1.0044961970098107,2,4,2,5,15,-0.17473311238742065,1,4,1,8,7,0,3,0,1,1.401130922923752,3,-0.16852276584199255,10,12,1.0673650643487038,-1.151799876769546,-0.8936742044984983,-0.48017745713878807
7,4,3,2,1,5,8,2,1,2,1.0797909303212267,1,4,2,2,8,-0.17473311238742065,1,4,3,7,7,0,1,0,1,1.401130922923752,3,-0.805197725529868,24,12,1.0673650643487038,-1.387586637849103,-1.1618846847611644,-0.34373193984446176
1,2,5,1,1,5,1,4,0,1,-0.049630069350015245,2,4,2,2,14,-0.17473311238742065,1,4,1,8,6,0,3,0,1,1.401130922923752,3,1.4588440940495413,12,26,1.0673650643487038,-0.7776848825233158,-0.5817337546277891,-0.38386297434279304
1,3,1,2,1,3,1,3,0,2,0.32684359720706546,1,5,2,3,8,-0.17473311238742065,2,4,0,7,6,0,0,0,1,1.401130922923752,2,-0.39466466693106333,15,17,1.0673650643487038,-0.7871163529664981,-0.555495772862963,-0.48017745713878807
1,3,7,1,1,1,1,3,0,1,-0.5766932025299282,1,5,2,2,16,-0.17473311238742065,4,4,0,6,5,0,0,0,1,1.401130922923752,2,1.3205711685563517,21,15,2.184273946830745,-0.8059792938528626,-1.6166763686848151,2.393204612941731
2,1,3,6,1,5,2,1,0,2,1.7574435301239721,1,4,2,6,10,-0.17473311238742065,4,4,0,8,8,0,2,0,1,1.401130922923752,3,1.1057613640502748,3,5,1.0673650643487038,-0.8468489991066525,-0.6108870676998179,-0.48017745713878807
2,1,5,6,1,2,2,2,0,2,1.0044961970098107,1,5,2,3,10,-0.17473311238742065,1,4,1,8,7,0,1,0,1,1.401130922923752,2,0.3765275617196229,5,9,1.0673650643487038,-0.853136646068774,-0.6225483929286295,-0.4641250433394556
7,4,3,6,1,1,10,5,0,2,0.4021383305184816,2,5,2,6,7,-0.17473311238742065,4,4,3,6,6,0,1,0,1,1.401130922923752,2,-0.8409795803055763,24,29,1.0673650643487038,-1.387586637849103,-1.3892805267229897,0.2823121983295061
4,2,1,1,1,1,4,2,0,1,-1.028461602398425,1,5,2,6,15,-0.17473311238742065,2,4,3,6,5,0,3,0,1,1.401130922923752,2,-0.7759730733842235,8,8,1.0673650643487038,-1.0511975253756018,-0.7945529400536001,-0.4962298709381206
7,4,3,2,2,5,8,1,0,2,-0.8025774024641766,1,4,2,2,7,-0.17473311238742065,1,4,3,5,5,0,1,0,1,1.401130922923752,3,1.0613892590487222,24,5,1.0673650643487038,-1.387586637849103,-1.141477365610744,-0.3999153881421255
6,3,4,3,1,5,6,3,0,2,0.2515488638956493,1,5,2,2,7,-0.17473311238742065,1,4,3,6,6,0,1,4,2,1.401130922923752,2,-0.6820888964571716,18,19,1.0673650643487038,-1.2744089925309157,-1.0044567941722082,-0.48820366403845433
6,4,4,2,2,1,6,4,0,2,0.47743306382989775,1,4,2,2,15,-0.17473311238742065,1,4,1,8,7,0,3,0,1,1.401130922923752,3,-0.5178643119757371,25,22,2.184273946830745,-1.296415756898341,-2.077298715222872,2.409257026741064
10,5,7,2,1,5,11,1,0,2,-0.42610373590709594,2,5,2,2,3,-0.17473311238742065,4,4,0,7,5,0,0,0,1,1.401130922923752,2,1.2138765123311683,31,5,1.0673650643487038,-1.6988251624741182,-1.40968784587341,-0.4560988364397893
10,4,2,5,2,1,10,5,0,2,0.4021383305184816,2,5,2,2,13,-0.17473311238742065,3,4,1,7,6,0,2,0,1,1.401130922923752,2,-0.6763826865206967,23,29,1.0673650643487038,-1.673674574625632,-1.3892805267229897,-0.44807262954012306
6,5,4,7,2,2,7,1,0,1,-0.049630069350015245,1,5,2,3,15,-0.17473311238742065,1,4,1,6,6,0,0,0,1,1.401130922923752,2,0.9181598076586474,30,2,1.0673650643487038,-1.3121348743036447,-1.0423561011658458,-0.48017745713878807
5,2,1,1,2,1,5,2,0,2,1.682148796812556,1,5,2,1,2,-0.17473311238742065,1,4,3,8,8,0,0,0,1,1.401130922923752,2,-0.7750019575723219,8,8,1.0673650643487038,-1.1455122298074245,-0.8820128792696867,-0.4962298709381206
7,5,5,6,1,1,8,2,0,2,0.32684359720706546,2,5,2,6,16,-0.17473311238742065,1,4,1,8,6,0,0,0,1,1.401130922923752,2,-0.5621115902428984,31,8,1.0673650643487038,-1.4095934022165284,-1.1502233595323528,-0.4320202157407906
3,5,5,1,1,1,4,1,0,2,0.2515488638956493,1,5,2,2,4,6.407639671848812,2,4,0,7,6,0,3,0,1,1.401130922923752,2,1.8904196837171123,31,1,1.0673650643487038,-1.0260469375271157,-0.7741456209031798,-0.48820366403845433
3,4,2,6,2,3,4,4,0,1,-0.7272826691527605,1,5,2,3,6,-0.17473311238742065,4,4,0,6,5,0,0,0,1,1.401130922923752,2,-0.6044835729612201,23,24,1.0673650643487038,-1.0008963496786296,-0.8411982409688463,-0.23939125014880047
3,2,5,3,1,5,3,2,0,2,1.3056751302554752,1,3,1,3,8,-0.17473311238742065,3,4,0,8,8,0,0,0,1,1.401130922923752,1,0.5766154097165861,12,12,1.0673650643487038,-0.9663142913869613,-0.715838994759122,-0.4962298709381206
2,3,5,2,1,5,2,3,0,2,0.2515488638956493,2,4,2,1,4,-0.17473311238742065,2,4,0,8,6,0,3,4,2,1.401130922923752,3,-0.6606288290072823,19,19,1.0673650643487038,-0.8971501748036247,-0.6517017060006585,-0.4962298709381206
2,3,3,4,1,5,2,3,0,1,0.025664663961400897,1,4,2,3,14,-0.17473311238742065,3,4,1,6,6,0,2,0,1,1.401130922923752,3,-0.8388072333105477,17,19,1.0673650643487038,-0.8908625278415031,-0.6517017060006585,-0.48017745713878807
2,2,6,6,1,1,2,2,0,1,-0.7272826691527605,2,3,1,3,8,-0.17473311238742065,3,4,3,7,5,0,1,0,1,1.401130922923752,1,-0.6700957609068363,13,8,2.184273946830745,-0.87828723391726,-1.6866443200576846,2.4012308198413974
7,5,6,1,1,2,8,1,0,2,0.10095939727281704,1,5,2,3,7,-0.17473311238742065,1,4,3,5,6,0,0,0,1,1.401130922923752,2,-0.6923977756347791,31,2,1.0673650643487038,-1.4095934022165284,-1.1327313716891354,-0.48017745713878807
8,1,1,2,1,4,8,1,0,2,1.0044961970098107,1,3,1,3,16,-0.17473311238742065,3,4,3,7,7,0,0,0,1,1.401130922923752,1,-0.7293913542756357,1,4,1.0673650643487038,-1.412737225697589,-1.1385620343035412,-0.4721512502391218
6,3,3,6,1,1,6,3,0,2,-0.049630069350015245,2,4,2,3,8,-0.17473311238742065,4,4,1,6,6,0,1,0,1,1.401130922923752,3,-0.74776006051208,17,15,2.184273946830745,-1.2712651690498549,-2.0568913960724515,2.4172832336407297
5,2,2,6,2,5,5,2,0,2,-0.049630069350015245,2,4,2,1,6,-0.17473311238742065,4,4,0,5,6,0,2,0,1,1.401130922923752,3,1.7783484324975707,9,12,1.0673650643487038,-1.1486560532884853,-0.8936742044984983,-0.4721512502391218
3,2,2,1,1,3,3,2,0,1,-2.9861246684952447,1,3,1,6,8,-0.17473311238742065,1,4,4,8,1,0,0,0,1,1.401130922923752,1,-0.529046978294083,9,10,1.0673650643487038,-0.9568828209437791,-0.7100083321447163,-0.48820366403845433
3,1,3,3,1,5,3,1,0,1,-0.3508090025956798,2,5,2,2,4,-0.17473311238742065,3,4,1,6,5,0,0,0,1,1.401130922923752,2,-0.8147782678485492,3,5,1.0673650643487038,-0.9380198800574145,-0.6954316756087018,-0.48017745713878807
1,4,4,6,1,2,2,1,0,1,-1.028461602398425,1,4,2,1,7,-0.17473311238742065,1,4,3,7,5,0,3,0,1,1.401130922923752,3,-0.8305473216600634,25,2,1.0673650643487038,-0.8185545877771057,-0.6021410737782094,-0.4320202157407906
1,2,3,6,1,4,1,2,1,2,0.32684359720706546,1,5,2,2,5,-0.17473311238742065,1,4,1,6,6,0,3,0,1,1.401130922923752,2,-0.8059014588585374,10,11,1.0673650643487038,-0.7713972355611943,-0.5380037850197458,-0.48820366403845433
4,2,4,8,1,5,4,2,0,1,0.7033172637641462,2,5,2,3,2,-0.17473311238742065,2,4,0,8,7,0,0,0,1,1.401130922923752,2,-0.768262761181682,11,12,1.0673650643487038,-1.060628995818784,-0.8062142652824117,-0.48820366403845433
4,1,5,1,2,2,4,1,0,1,-2.9861246684952447,1,3,1,6,3,-0.17473311238742065,2,4,0,8,1,0,0,0,1,1.401130922923752,1,0.06560008628244489,5,2,2.184273946830745,-1.0417660549324195,-1.8411568793394377,2.409257026741064
12,2,4,5,1,4,12,2,0,2,-0.12492480266143138,1,3,1,4,2,-0.17473311238742065,2,4,3,8,6,0,0,0,1,1.401130922923752,1,0.9797818819032019,11,11,1.0673650643487038,-1.8277219251976091,-1.514639772932714,-0.4962298709381206
4,4,3,9,1,4,4,5,1,2,-0.049630069350015245,1,5,2,6,16,-0.17473311238742065,4,4,1,8,6,0,0,0,1,1.401130922923752,2,-0.7726617276649527,24,30,1.0673650643487038,-1.1014987010725739,-0.8586902288120637,-0.44807262954012306
6,5,2,9,1,5,7,1,0,2,-0.3508090025956798,1,5,2,2,11,-0.17473311238742065,1,4,3,7,5,0,0,0,1,1.401130922923752,2,-0.11619793150154445,30,5,1.0673650643487038,-1.3121348743036447,-1.0511020950874543,-0.4560988364397893
6,2,1,6,1,4,6,3,0,1,0.4021383305184816,1,5,2,2,1,-0.17473311238742065,3,4,3,7,6,0,2,0,1,1.401130922923752,2,-0.4627183934380475,8,18,1.0673650643487038,-1.2429707577203082,-1.0015414628650052,-0.41596780194145805
9,5,3,6,1,4,9,5,0,2,-0.5766932025299282,2,4,2,3,2,-0.17473311238742065,1,4,3,6,5,0,2,0,1,1.401130922923752,3,0.26433727283163294,30,30,1.0673650643487038,-1.6013666345612345,-1.3047359188141059,-0.4962298709381206
8,5,3,3,1,3,8,5,0,2,1.3056751302554752,1,3,1,2,6,-0.17473311238742065,1,4,3,7,8,0,3,0,1,1.401130922923752,1,-0.2634124311599811,31,31,1.0673650643487038,-1.5070519301294119,-1.2172759795980193,-0.4962298709381206
8,2,1,5,1,2,8,2,1,1,1.155085663632643,1,3,1,2,15,-0.17473311238742065,3,4,3,6,7,0,0,0,1,1.401130922923752,1,-0.5747849410415103,8,9,1.0673650643487038,-1.4347439900650143,-1.1531386908395556,-0.48820366403845433
8,1,6,3,1,4,8,3,0,2,-0.8025774024641766,2,2,1,6,5,-0.17473311238742065,3,4,3,7,5,0,0,0,1,1.401130922923752,2,-0.6685710656641564,6,18,1.0673650643487038,-1.428456343102893,-1.1793766726043815,-0.3999153881421255
6,4,5,1,1,5,6,4,0,1,0.62802253045273,1,4,2,2,8,-0.17473311238742065,2,4,1,8,7,0,3,0,1,1.401130922923752,3,-0.6436104224019916,26,26,1.0673650643487038,-1.2995595803794018,-1.0248641133226284,-0.4962298709381206
4,4,5,3,1,5,4,5,1,2,-0.6519879358413444,1,5,2,2,16,-0.17473311238742065,1,4,1,7,5,0,0,0,1,1.401130922923752,2,0.13727921533609572,26,30,1.0673650643487038,-1.1077863480346954,-0.8586902288120637,-0.4641250433394556
10,1,4,2,1,1,11,1,0,2,1.2303803969440592,1,5,2,3,13,-0.17473311238742065,3,4,4,8,8,0,3,0,3,1.401130922923752,2,-0.5006306244806993,4,1,1.0673650643487038,-1.6139419284854777,-1.3980265206445983,-0.2714960777474655
4,2,4,6,1,4,4,2,0,1,-1.1037563357098412,1,5,2,2,5,-0.17473311238742065,1,4,3,5,4,0,1,0,1,1.401130922923752,2,-0.5392885595801055,11,11,1.0673650643487038,-1.060628995818784,-0.8032989339752088,-0.4962298709381206
8,2,1,6,1,5,9,4,0,2,0.10095939727281704,2,5,2,1,12,-0.17473311238742065,2,3,0,8,6,0,0,0,1,1.401130922923752,2,-0.5304728975991142,8,26,1.0673650643487038,-1.4347439900650143,-1.2930745935852943,-0.10294573285447417
3,3,3,3,1,2,3,4,0,2,-0.7272826691527605,2,2,1,6,1,-0.17473311238742065,2,4,3,6,5,0,0,0,1,1.401130922923752,2,-0.5304367159369718,17,23,1.0673650643487038,-0.9820334087922651,-0.7479076391383538,-0.44807262954012306
2,3,1,6,1,2,2,4,0,2,0.17625413058423317,1,5,2,2,5,-0.17473311238742065,1,4,3,8,6,0,1,0,1,1.401130922923752,2,-0.8120295469755925,15,23,1.0673650643487038,-0.8845748808793816,-0.66336303122947,-0.4320202157407906
8,2,2,13,1,1,8,3,0,2,-0.049630069350015245,1,5,2,2,2,-0.17473311238742065,2,4,0,8,6,0,0,0,1,1.401130922923752,2,0.9736711609839751,9,15,1.0673650643487038,-1.437887813546075,-1.170630678682773,-0.44807262954012306
2,1,5,3,1,3,2,2,0,1,-0.3508090025956798,1,5,2,2,5,-0.17473311238742065,2,4,0,5,5,0,0,0,1,1.401130922923752,2,-0.05432330925523617,5,10,1.0673650643487038,-0.853136646068774,-0.6254637242358324,-0.4560988364397893
8,1,4,6,1,5,8,1,0,2,-0.6519879358413444,1,5,2,3,5,-0.17473311238742065,2,4,3,6,5,1,3,0,1,1.401130922923752,2,2.2272394802166215,4,5,1.0673650643487038,-1.4221686961407713,-1.141477365610744,-0.48820366403845433
8,2,4,3,1,5,8,2,1,2,-0.7272826691527605,2,4,2,2,13,-0.17473311238742065,4,4,0,7,5,0,0,0,1,1.401130922923752,3,1.998468619556285,11,12,1.0673650643487038,-1.4441754605081967,-1.1618846847611644,-0.48820366403845433
8,2,3,2,1,5,8,4,0,1,-0.9531668690870089,1,5,2,2,15,2.0193911490246568,3,4,3,6,5,0,0,3,1,1.401130922923752,2,-0.8369565412919648,10,26,1.0673650643487038,-1.4410316370271359,-1.2026993230620047,-0.3678105605434605
6,2,2,2,2,3,6,2,0,2,0.17625413058423317,1,5,2,2,12,-0.17473311238742065,3,4,3,6,6,0,0,0,1,1.401130922923752,2,1.8939629538907157,9,10,1.0673650643487038,-1.2461145812013688,-0.9782188124073822,-0.48820366403845433
2,2,6,6,1,4,3,1,0,2,0.17625413058423317,1,5,2,2,1,-0.17473311238742065,2,4,3,7,6,0,3,0,1,1.401130922923752,2,-0.7636930172530991,13,4,1.0673650643487038,-0.87828723391726,-0.6925163443014989,-0.3357057329447955
7,2,1,3,1,1,7,3,0,2,0.32684359720706546,1,3,1,3,11,-0.17473311238742065,4,4,3,8,6,0,3,4,2,1.401130922923752,1,-0.8259381397197454,8,15,1.0673650643487038,-1.3372854621521308,-1.0802554081594833,-0.4400464226404568
11,2,1,6,1,2,11,2,0,2,-0.5766932025299282,1,3,1,1,11,-0.17473311238742065,2,4,4,7,5,0,2,0,1,1.401130922923752,1,-0.7754940281774584,8,9,1.0673650643487038,-1.723975750322604,-1.4213491711022215,-0.48820366403845433
10,5,5,13,1,5,10,5,0,2,-0.7272826691527605,1,3,1,3,3,-0.17473311238742065,2,4,4,6,5,0,3,0,1,1.401130922923752,1,-0.47467028189354044,31,31,1.0673650643487038,-1.6988251624741182,-1.3951111893373955,-0.4962298709381206
1,2,7,8,1,2,2,5,0,2,1.60685406350114,1,8,3,6,5,-0.17473311238742065,4,4,3,8,8,0,3,0,1,1.401130922923752,3,-0.5465784408685526,14,28,1.0673650643487038,-0.7839725294854374,-0.6779396877654844,-0.13505056045313912
7,5,3,6,1,1,9,2,0,2,-0.3508090025956798,1,4,2,2,11,-0.17473311238742065,3,4,0,7,5,0,0,0,1,1.401130922923752,3,-0.46431834653798365,31,8,1.0673650643487038,-1.4095934022165284,-1.2405986300556424,-0.1832078018511367
8,2,6,6,1,3,8,4,0,2,0.025664663961400897,2,5,2,2,1,-0.17473311238742065,1,4,3,7,6,0,1,0,1,1.401130922923752,2,1.9347624815723297,13,24,1.0673650643487038,-1.4504631074703183,-1.1968686604475989,-0.4079415950417918
1,2,7,2,2,1,2,3,0,1,-0.501398469218512,1,5,2,3,15,-0.17473311238742065,2,4,3,6,5,0,0,0,1,1.401130922923752,2,-0.7925243747312559,14,15,1.0673650643487038,-0.7839725294854374,-0.6400403807718469,-0.23939125014880047
1,3,1,1,1,1,1,3,0,1,-2.9861246684952447,1,3,1,6,5,-0.17473311238742065,1,4,4,8,1,0,0,0,1,1.401130922923752,1,0.34899367864589176,15,15,1.0673650643487038,-0.7871163529664981,-0.5496651102485572,-0.4962298709381206
2,1,2,2,1,4,2,1,1,2,0.47743306382989775,1,3,1,2,12,-0.17473311238742065,1,4,1,8,7,0,0,0,1,1.401130922923752,1,-0.6273905450801833,2,4,1.0673650643487038,-0.8437051756255918,-0.607971736392615,-0.48017745713878807
8,2,7,6,2,5,8,3,1,2,0.17625413058423317,1,4,2,1,5,-0.17473311238742065,3,4,0,6,6,0,0,0,1,1.401130922923752,3,-0.4535803528473676,14,19,1.0673650643487038,-1.4536069309513788,-1.1822920039115845,-0.4560988364397893
4,3,2,1,1,3,4,4,0,1,-2.9861246684952447,1,4,2,6,13,-0.17473311238742065,2,4,1,8,1,0,0,0,1,1.401130922923752,3,-0.8424293795076215,16,24,1.0673650643487038,-1.076348113224088,-0.8411982409688463,-0.4320202157407906
5,1,1,4,1,2,5,1,0,2,-0.049630069350015245,1,4,2,3,15,-0.17473311238742065,4,4,4,6,6,0,0,0,1,1.401130922923752,3,-0.282901683472975,1,2,1.0673650643487038,-1.1235054654399992,-0.8645208914264695,-0.48820366403845433
5,5,7,2,1,2,6,2,0,2,-0.9531668690870089,1,3,1,2,5,-0.17473311238742065,1,0,3,5,5,0,0,0,3,1.401130922923752,1,-0.8529640322569974,31,9,1.0673650643487038,-1.217820169871822,-0.9753034811001793,-0.4239940088411243
6,2,4,6,1,4,6,2,0,2,-0.6519879358413444,1,4,2,2,16,-0.17473311238742065,1,4,0,6,5,0,0,0,1,1.401130922923752,3,-0.6428231094337733,11,11,1.0673650643487038,-1.2524022281634903,-0.9811341437145851,-0.4962298709381206
1,5,7,2,1,4,2,4,0,2,0.7033172637641462,1,3,1,2,2,-0.17473311238742065,1,4,4,7,7,0,0,0,1,1.401130922923752,1,-0.8121496700939052,31,25,1.0673650643487038,-0.8374175286634702,-0.6691936938438758,-0.2955746984464642
2,2,7,2,1,5,2,3,0,2,-0.42610373590709594,1,3,1,2,8,-0.17473311238742065,3,4,4,6,5,0,3,0,1,1.401130922923752,1,-0.33001201666546304,14,19,1.0673650643487038,-0.8814310573983208,-0.6517017060006585,-0.4560988364397893
6,1,1,6,2,2,6,1,0,2,0.32684359720706546,2,5,2,2,1,-0.17473311238742065,3,4,3,6,6,0,3,0,1,1.401130922923752,2,2.6932712285590044,1,2,1.0673650643487038,-1.2209639933528829,-0.954896161949759,-0.48820366403845433
10,2,5,5,1,2,10,3,0,2,1.8327382634353881,2,4,2,2,1,-0.17473311238742065,2,4,0,8,8,0,2,0,1,1.401130922923752,3,-0.757186830766656,12,16,1.0673650643487038,-1.6390925163339638,-1.3513812197293522,-0.4641250433394556
8,3,2,2,1,5,8,3,0,2,0.025664663961400897,1,4,2,2,6,-0.17473311238742065,4,4,1,5,6,0,1,0,1,1.401130922923752,3,1.0574794686376165,16,19,1.0673650643487038,-1.4598945779135004,-1.1822920039115845,-0.4721512502391218
7,2,5,5,1,5,7,2,0,2,1.0044961970098107,1,3,1,4,11,-0.17473311238742065,4,4,3,7,7,0,1,0,1,1.401130922923752,1,-0.8112711793370881,12,12,1.0673650643487038,-1.3498607560763738,-1.0715094142378747,-0.4962298709381206
5,5,1,3,1,4,6,1,1,1,-1.028461602398425,1,3,1,2,16,-0.17473311238742065,2,4,1,6,5,0,0,0,1,1.401130922923752,1,-0.7940921261518853,29,4,1.0673650643487038,-1.2115325229097005,-0.9607268245641648,-0.44807262954012306
4,2,5,5,2,5,4,2,1,1,-0.42610373590709594,1,3,1,2,5,-0.17473311238742065,1,4,3,5,5,0,2,0,1,1.401130922923752,1,1.4767601676925848,12,12,1.0673650643487038,-1.0637728192998448,-0.8062142652824117,-0.4962298709381206
8,3,3,6,1,3,8,3,0,2,2.6609803298609656,1,3,1,2,3,-0.17473311238742065,1,4,0,7,9,0,2,0,1,1.401130922923752,1,-0.7079765139034243,17,17,1.0673650643487038,-1.4630384013945612,-1.1764613412971787,-0.4962298709381206
3,2,6,2,1,2,3,3,0,2,0.17625413058423317,1,5,2,4,12,-0.17473311238742065,2,4,3,8,6,0,3,0,1,1.401130922923752,2,0.3904227672487832,13,16,1.0673650643487038,-0.9694581148680221,-0.7275003199879336,-0.4721512502391218
2,2,1,6,1,1,2,2,0,2,-0.42610373590709594,1,3,1,2,16,-0.17473311238742065,2,4,4,7,5,0,2,0,1,1.401130922923752,1,-0.17754755783016668,8,8,1.0673650643487038,-0.8625681165119563,-0.6196330616214266,-0.4962298709381206
8,3,3,8,1,4,9,3,0,2,-0.12492480266143138,1,5,2,3,5,-0.17473311238742065,4,4,4,8,6,0,3,0,1,1.401130922923752,2,-0.7229271385172779,17,18,1.0673650643487038,-1.4630384013945612,-1.2697519431276711,-0.23939125014880047
10,4,1,8,1,1,11,2,0,2,1.4562645968783074,1,4,2,3,4,-0.17473311238742065,2,4,3,8,8,0,3,0,1,1.401130922923752,3,1.2297747346765304,22,8,1.0673650643487038,-1.6705307511445713,-1.4184338397950187,-0.3597843536437943
8,3,3,3,1,4,8,3,0,2,-0.3508090025956798,1,5,2,6,2,-0.17473311238742065,1,4,3,7,5,0,3,0,1,1.401130922923752,2,-0.7788567518569713,17,18,1.0673650643487038,-1.4630384013945612,-1.1793766726043815,-0.48820366403845433
7,5,6,1,1,3,8,1,0,2,2.1339171966810526,1,4,2,4,11,-0.17473311238742065,3,4,0,8,9,0,0,0,1,1.401130922923752,3,2.276849966263148,31,3,1.0673650643487038,-1.4095934022165284,-1.1356467029963382,-0.4721512502391218
6,4,3,1,1,2,6,5,1,2,1.3809698635668914,1,3,1,2,14,-0.17473311238742065,1,4,0,7,8,0,0,0,1,1.401130922923752,1,0.37194551602591175,24,30,1.0673650643487038,-1.2932719334172802,-1.03652543855144,-0.44807262954012306
6,2,5,4,1,5,6,2,0,2,1.155085663632643,1,8,3,6,9,-0.17473311238742065,3,4,1,7,7,0,3,0,1,1.401130922923752,3,-0.5449325370576956,12,12,1.0673650643487038,-1.2555460516445511,-0.984049475021788,-0.4962298709381206
6,1,6,2,1,2,6,2,0,2,-0.501398469218512,1,3,1,2,1,-0.17473311238742065,3,4,0,7,5,0,3,0,3,1.401130922923752,1,-0.719069449699657,6,9,1.0673650643487038,-1.2366831107581866,-0.9753034811001793,-0.4721512502391218
5,1,1,3,1,3,5,1,1,2,-0.8025774024641766,1,5,2,2,11,-0.17473311238742065,1,4,3,6,5,0,0,0,1,1.401130922923752,2,-0.6447316921117839,1,3,1.0673650643487038,-1.1235054654399992,-0.8674362227336724,-0.48017745713878807
4,3,3,2,1,5,4,5,0,1,-0.6519879358413444,1,5,2,2,5,-0.17473311238742065,4,4,0,6,5,0,0,0,1,1.401130922923752,2,1.1674008054926575,17,30,1.0673650643487038,-1.0794919367051488,-0.8586902288120637,-0.3918891812424593
8,3,4,1,2,1,9,1,0,1,-1.2543458023326735,2,4,2,2,11,-0.17473311238742065,3,4,0,3,4,0,1,0,1,1.401130922923752,3,2.683987737686512,18,1,1.0673650643487038,-1.466182224875622,-1.220191310905222,-0.38386297434279304
3,5,1,2,1,3,5,1,0,1,-1.1790510690212572,1,5,2,1,4,-0.17473311238742065,1,4,4,3,4,0,3,0,1,1.401130922923752,2,-0.7386267235374786,29,3,1.0673650643487038,-1.0197592905649941,-0.8674362227336724,-0.21531262944980173
8,3,5,4,1,2,8,4,0,2,-0.20021953597284753,2,5,2,4,9,-0.17473311238742065,1,4,1,5,6,0,3,0,1,1.401130922923752,2,-0.6720466761295536,19,23,1.0673650643487038,-1.4693260483566828,-1.193953329140396,-0.4641250433394556
7,2,2,6,2,1,7,3,1,2,-0.20021953597284753,1,3,1,4,6,-0.17473311238742065,3,4,3,6,6,0,1,0,1,1.401130922923752,1,1.0636705128467994,9,15,1.0673650643487038,-1.3404292856331916,-1.0802554081594833,-0.44807262954012306
11,1,2,1,1,4,11,1,0,2,1.3809698635668914,2,4,2,2,9,-0.17473311238742065,1,4,0,8,8,0,0,0,1,1.401130922923752,3,1.0712480383492782,2,4,1.0673650643487038,-1.7051128094362396,-1.406772514566207,-0.48017745713878807
8,3,5,6,1,5,8,4,0,2,1.60685406350114,1,4,2,3,7,-0.17473311238742065,4,4,4,8,8,0,2,0,1,1.401130922923752,3,-0.5152284778886645,19,26,1.0673650643487038,-1.4693260483566828,-1.2026993230620047,-0.4400464226404568
6,1,1,3,1,5,6,2,0,2,0.7033172637641462,1,5,2,2,8,-0.17473311238742065,1,4,3,8,7,0,3,0,1,1.401130922923752,2,1.5988396284773303,1,12,1.0673650643487038,-1.2209639933528829,-0.984049475021788,-0.4079415950417918
7,3,1,6,1,2,7,3,0,1,-1.028461602398425,1,5,2,2,1,-0.17473311238742065,1,4,0,7,5,0,0,0,1,1.401130922923752,2,2.438871449336733,15,16,1.0673650643487038,-1.3592922265195562,-1.0831707394666863,-0.48820366403845433
10,2,5,2,1,1,10,2,0,1,-0.5766932025299282,1,4,2,2,12,-0.17473311238742065,2,4,0,7,5,0,0,0,1,1.401130922923752,3,-0.4456428198065719,12,8,2.184273946830745,-1.6390925163339638,-2.392154496400784,2.4012308198413974
8,2,3,2,2,3,8,4,0,3,1.155085663632643,1,3,1,6,1,-0.17473311238742065,3,4,3,8,7,0,3,0,1,1.401130922923752,1,1.6486411536999683,10,24,1.0673650643487038,-1.4410316370271359,-1.1968686604475989,-0.38386297434279304
4,4,5,5,1,3,7,3,0,2,0.9292014636983945,1,3,1,4,6,-0.17473311238742065,4,4,1,7,7,0,0,0,1,1.401130922923752,1,-0.33248684235600195,26,17,1.0673650643487038,-1.1077863480346954,-1.086086070773889,0.1619190948345122
1,1,4,5,1,5,1,2,0,1,-0.6519879358413444,1,3,1,3,10,-0.17473311238742065,3,3,4,6,5,0,0,0,1,1.401130922923752,1,-0.6379668067410229,4,12,1.0673650643487038,-0.7525342946748298,-0.5409191163269486,-0.4320202157407906
1,1,6,5,1,1,1,1,0,2,-0.27551426928426365,1,3,1,3,14,-0.17473311238742065,4,2,0,7,6,0,0,0,1,1.401130922923752,1,-0.5953448087372973,6,1,2.184273946830745,-0.7588219416369513,-1.5758617303839748,2.4012308198413974
4,2,1,6,2,1,4,2,0,2,0.4021383305184816,2,3,1,2,1,-0.17473311238742065,3,4,1,7,6,0,0,0,1,1.401130922923752,1,1.3723207144687362,8,8,1.0673650643487038,-1.0511975253756018,-0.7945529400536001,-0.4962298709381206
8,1,2,3,1,5,9,2,0,2,-0.9531668690870089,1,5,2,2,6,-0.17473311238742065,1,4,3,7,5,0,0,0,1,1.401130922923752,2,-0.7673097362008516,2,12,1.0673650643487038,-1.4158810491786498,-1.2522599552844538,-0.1671553880518042
